klant_id,jaar_maand,gb_verbruikt,minuten_gebeld
K0060,2022-01,7.3,676
K0060,2022-10,13.3,802
K0060,2023-12,27.5,586
K0060,2022-12,18.9,416
K0060,2023-02,31.5,945
K0060,2022-04,41.5,15
K0060,2024-03,28.1,828
K0060,2023-08,21.3,688
K0060,2022-11,41.5,903
K0061,2024-01,38.9,408
K0061,2022-07,27.1,246
K0061,2024-02,29.4,791
K0061,2023-05,15.5,521
K0061,2022-11,13.6,920
K0061,2023-07,2.0,30
K0061,2023-12,41.6,168
K0061,2022-04,23.9,229
K0061,2022-09,0.0,683
K0061,2024-03,42.6,444
K0062,2023-01,32.4,82
K0062,2022-03,14.7,621
K0062,2022-02,3.7,755
K0062,2022-04,16.1,464
K0062,2024-04,20.4,181
K0062,2023-05,43.1,534
K0062,2022-07,9.8,596
K0062,2024-03,47.5,657
K0062,2023-09,20.6,147
K0062,2023-10,2.5,377
K0062,2022-11,11.0,286
K0062,2022-01,13.5,917
K0062,2024-02,24.8,453
K0062,2023-04,29.9,400
K0062,2023-07,8.1,731
K0062,2022-09,47.1,906
K0062,2023-11,7.0,412
K0062,2022-10,38.1,421
K0063,2023-08,46.2,164
K0063,2022-05,28.3,954
K0063,2022-12,30.1,787
K0063,2022-01,38.9,23
K0063,2023-06,19.9,536
K0063,2022-03,33.7,269
K0063,2023-04,3.4,199
K0063,2023-09,9.9,464
K0063,2023-10,11.6,959
K0063,2023-01,6.6,953
K0064,2022-12,5.1,617
K0064,2023-11,8.2,388
K0064,2022-06,5.6,768
K0064,2022-07,21.1,844
K0064,2024-04,25.7,685
K0064,2023-01,15.9,478
K0064,2022-04,24.8,587
K0064,2023-03,48.8,385
K0064,2023-06,6.1,223
K0064,2022-03,22.4,912
K0064,2023-09,33.4,303
K0064,2022-01,15.4,606
K0064,2024-01,2.5,984
K0064,2023-02,8.4,592
K0064,2023-07,16.2,144
K0064,2022-11,43.2,301
K0065,2022-02,3.8,853
K0065,2024-03,8.1,94
K0065,2022-04,43.9,915
K0065,2023-02,41.0,549
K0065,2022-09,41.4,104
K0065,2022-10,31.4,267
K0065,2024-04,26.0,997
K0065,2022-08,21.0,586
K0065,2023-03,27.3,752
K0065,2022-07,41.5,803
K0065,2023-12,36.6,621
K0065,2024-02,21.9,776
K0065,2023-01,21.3,846
K0065,2023-09,11.6,842
K0065,2023-06,27.0,897
K0065,2023-10,5.7,527
K0065,2022-03,8.9,697
K0065,2023-08,49.8,418
K0065,2022-11,1.5,234
K0065,2024-01,28.6,460
K0065,2022-12,48.0,23
K0065,2023-04,24.6,719
K0066,2023-06,32.9,175
K0066,2023-12,9.0,644
K0066,2023-09,17.5,690
K0066,2023-02,8.0,402
K0066,2023-01,33.9,675
K0066,2023-10,18.3,795
K0066,2022-04,16.8,458
K0066,2023-03,46.9,703
K0066,2023-04,13.2,583
K0066,2022-02,7.5,74
K0066,2024-03,26.1,788
K0066,2023-08,46.9,74
K0066,2022-08,49.1,142
K0066,2024-02,16.4,407
K0066,2022-07,48.4,773
K0066,2022-09,29.7,40
K0066,2022-03,27.9,547
K0066,2022-01,38.6,274
K0066,2022-06,11.8,638
K0066,2022-11,30.4,295
K0066,2024-01,39.2,888
K0066,2022-05,0.8,162
K0066,2023-07,6.3,940
K0066,2024-04,1.9,338
K0067,2023-08,48.8,612
K0067,2023-11,35.8,256
K0067,2023-12,25.4,298
K0067,2022-08,32.4,305
K0067,2023-10,44.1,345
K0067,2023-06,42.3,624
K0067,2023-02,25.6,644
K0068,2023-09,22.9,829
K0068,2022-03,37.6,36
K0068,2022-10,34.8,451
K0068,2022-12,4.6,945
K0068,2023-03,9.0,916
K0068,2024-04,27.2,458
K0068,2023-06,19.5,200
K0068,2023-05,27.0,995
K0069,2022-01,24.6,554
K0069,2023-08,7.5,638
K0069,2023-03,28.7,446
K0069,2022-09,25.3,735
K0069,2023-01,42.3,857
K0069,2022-03,41.7,327
K0069,2024-03,25.8,200
K0069,2023-11,24.7,767
K0069,2024-02,1.9,658
K0069,2023-04,26.6,697
K0069,2023-06,26.2,408
K0070,2023-10,36.4,339
K0070,2023-09,34.3,582
K0070,2024-02,1.9,689
K0070,2022-08,6.2,286
K0070,2022-12,45.0,180
K0070,2022-02,38.9,350
K0070,2022-09,42.6,274
K0070,2022-01,12.6,956
K0070,2023-12,26.2,471
K0070,2023-01,29.7,200
K0070,2023-07,7.0,846
K0071,2022-06,8.2,81
K0071,2023-09,34.2,937
K0071,2022-08,16.4,545
K0071,2024-03,38.1,739
K0071,2022-05,49.5,494
K0071,2023-10,8.9,967
K0071,2023-06,17.2,171
K0071,2023-07,48.4,175
K0071,2022-09,20.2,603
K0071,2023-01,11.1,711
K0071,2024-02,11.1,542
K0071,2022-07,30.4,702
K0071,2022-04,18.5,228
K0071,2024-04,43.0,962
K0071,2023-05,25.2,573
K0072,2022-12,0.4,313
K0072,2024-04,31.4,122
K0072,2022-01,43.9,915
K0072,2023-09,25.6,590
K0072,2023-04,3.7,852
K0072,2023-05,5.7,492
K0072,2022-09,30.0,168
K0072,2023-01,2.3,534
K0072,2023-06,41.7,341
K0072,2022-11,29.1,275
K0072,2024-02,39.7,88
K0072,2023-07,41.9,215
K0072,2023-12,19.7,90
K0072,2024-01,16.3,464
K0072,2023-11,5.4,847
K0072,2022-05,16.4,109
K0072,2023-03,10.8,177
K0072,2022-04,18.3,907
K0073,2024-03,48.0,272
K0073,2023-02,47.6,153
K0073,2023-04,34.9,658
K0073,2023-12,40.1,290
K0073,2023-05,47.5,811
K0073,2022-04,4.4,794
K0073,2022-08,17.7,467
K0073,2024-04,19.1,541
K0073,2023-03,47.4,124
K0073,2022-11,34.8,536
K0073,2022-02,23.6,61
K0073,2022-01,30.3,854
K0074,2024-01,42.8,356
K0074,2023-04,20.1,911
K0074,2022-01,6.8,338
K0074,2022-09,27.9,934
K0074,2022-12,40.5,438
K0074,2022-05,20.8,978
K0074,2022-08,16.2,791
K0074,2023-05,29.2,425
K0074,2023-09,39.6,460
K0074,2023-06,26.9,286
K0075,2024-04,15.9,729
K0075,2022-06,42.1,294
K0075,2022-05,8.9,131
K0075,2023-04,15.2,629
K0075,2023-11,45.5,990
K0075,2022-11,4.1,709
K0075,2023-05,21.4,340
K0075,2023-12,1.3,954
K0075,2022-09,42.6,903
K0075,2023-06,2.0,159
K0075,2023-09,40.1,381
K0075,2023-02,32.0,600
K0075,2022-12,32.4,237
K0075,2023-01,3.6,242
K0075,2023-10,6.6,898
K0076,2024-02,1.7,208
K0076,2022-11,31.7,435
K0076,2024-03,27.8,186
K0076,2022-03,34.1,290
K0076,2022-07,15.2,871
K0076,2022-01,26.0,631
K0076,2024-04,19.2,600
K0076,2023-10,31.0,733
K0076,2023-04,24.5,511
K0077,2023-02,46.0,294
K0077,2023-03,10.5,981
K0077,2023-09,3.5,223
K0077,2024-03,40.3,177
K0077,2023-12,35.4,827
K0077,2022-10,40.8,754
K0077,2024-02,6.7,856
K0077,2024-04,3.1,204
K0077,2022-05,30.3,899
K0077,2022-01,42.1,7
K0077,2023-08,31.3,639
K0077,2022-12,4.6,386
K0077,2022-06,36.9,906
K0078,2023-05,23.2,24
K0078,2022-08,26.6,785
K0078,2023-02,23.6,531
K0078,2022-09,35.3,681
K0078,2023-04,22.8,805
K0078,2022-06,9.0,358
K0078,2022-07,24.0,328
K0078,2023-06,13.0,996
K0079,2023-06,36.5,401
K0079,2023-09,2.7,889
K0079,2022-09,9.1,450
K0079,2023-04,48.0,660
K0079,2022-05,23.4,64
K0079,2023-01,22.9,220
K0079,2023-12,9.9,806
K0079,2023-07,35.9,222
K0079,2022-02,46.3,671
K0079,2022-11,29.1,190
K0079,2023-10,47.8,948
K0079,2022-03,1.5,186
K0079,2023-03,8.6,590
K0079,2022-07,47.8,931
K0079,2024-03,30.7,758
K0079,2024-02,20.6,175
K0079,2022-04,47.8,750
K0080,2024-02,42.8,553
K0080,2022-11,10.2,569
K0080,2023-10,47.0,273
K0080,2023-07,20.9,500
K0080,2022-03,36.2,474
K0080,2023-09,36.9,903
K0080,2022-10,24.7,165
K0080,2022-08,40.4,296
K0080,2023-06,12.4,20
K0080,2023-08,28.6,267
K0080,2022-05,43.3,591
K0080,2023-11,40.5,793
K0080,2022-06,24.9,732
K0080,2023-04,36.3,184
K0080,2024-03,44.7,618
K0080,2023-03,41.2,881
K0080,2022-12,29.1,2
K0080,2022-04,9.3,178
K0080,2024-04,22.0,165
K0081,2022-11,35.9,219
K0081,2022-08,24.5,916
K0081,2023-10,40.9,141
K0081,2023-08,29.0,571
K0081,2023-03,47.3,531
K0081,2023-05,12.2,152
K0081,2023-04,1.4,691
K0082,2022-05,1.9,45
K0082,2024-02,13.3,567
K0082,2022-12,24.4,830
K0082,2023-01,47.0,906
K0082,2023-12,23.3,515
K0082,2022-02,25.3,582
K0082,2023-06,21.9,700
K0082,2022-07,10.5,757
K0082,2022-06,36.1,899
K0083,2023-10,4.1,586
K0083,2023-05,42.8,587
K0083,2022-12,16.0,471
K0083,2022-06,3.3,855
K0083,2022-08,43.6,976
K0083,2023-09,10.5,745
K0083,2023-06,28.5,950
K0083,2023-01,43.4,23
K0083,2022-02,38.9,658
K0083,2023-08,28.9,797
K0083,2022-07,46.3,964
K0083,2022-01,29.3,356
K0083,2022-09,33.2,94
K0083,2022-05,15.1,489
K0083,2022-04,13.9,888
K0083,2024-04,36.7,197
K0083,2022-11,2.8,843
K0084,2022-01,19.9,648
K0084,2023-07,7.5,155
K0084,2023-02,5.8,161
K0084,2023-04,5.9,703
K0084,2022-03,46.2,983
K0084,2022-07,23.0,477
K0084,2023-10,37.6,142
K0084,2024-03,2.7,620
K0084,2024-01,38.6,689
K0084,2023-12,4.5,115
K0084,2022-04,19.1,107
K0084,2022-05,6.5,185
K0085,2022-04,33.1,947
K0085,2023-08,26.5,448
K0085,2023-12,46.6,202
K0085,2022-02,46.3,764
K0085,2023-03,36.5,37
K0085,2022-05,14.7,197
K0085,2022-11,21.6,345
K0086,2023-06,8.8,92
K0086,2022-01,14.2,808
K0086,2023-10,27.9,404
K0086,2022-06,31.3,143
K0086,2023-03,46.1,880
K0086,2023-09,0.4,680
K0086,2024-02,16.3,137
K0086,2022-10,7.5,293
K0086,2023-05,18.8,17
K0086,2022-04,42.0,605
K0086,2022-05,9.7,867
K0086,2023-11,18.3,990
K0087,2023-12,5.9,282
K0087,2023-01,9.5,957
K0087,2024-02,18.0,334
K0087,2022-03,27.0,396
K0087,2024-04,15.3,946
K0087,2023-09,6.5,866
K0087,2022-01,1.4,964
K0087,2022-07,3.7,760
K0087,2023-07,38.9,26
K0087,2022-12,7.0,493
K0087,2022-05,46.5,432
K0087,2023-04,6.2,628
K0087,2023-10,8.1,236
K0087,2024-03,27.9,284
K0087,2022-02,3.0,613
K0087,2022-04,31.0,453
K0087,2022-08,35.9,987
K0088,2023-02,43.0,543
K0088,2024-04,32.5,922
K0088,2023-07,5.4,327
K0088,2022-01,13.1,884
K0088,2024-03,7.9,899
K0088,2022-08,34.2,657
K0088,2022-05,0.4,718
K0088,2023-10,35.5,292
K0089,2022-08,47.8,577
K0089,2022-02,45.7,655
K0089,2022-04,22.6,433
K0089,2022-01,44.7,315
K0089,2023-08,31.1,379
K0089,2022-12,22.1,693
K0089,2023-01,38.9,356
K0090,2022-10,39.9,526
K0090,2023-02,6.1,212
K0090,2022-06,1.3,933
K0090,2022-08,36.8,422
K0090,2022-09,27.7,102
K0090,2023-04,22.5,282
K0090,2022-04,38.2,92
K0090,2022-05,24.4,433
K0090,2023-12,25.8,557
K0090,2023-03,0.7,99
K0090,2024-03,40.6,686
K0090,2022-01,18.3,109
K0090,2023-10,7.4,31
K0090,2023-05,43.4,110
K0090,2023-08,48.7,721
K0090,2023-07,3.0,86
K0090,2022-02,9.8,43
K0091,2023-03,35.2,25
K0091,2022-04,0.9,445
K0091,2022-08,9.1,544
K0091,2022-02,43.0,692
K0091,2024-04,17.8,436
K0091,2023-11,35.2,610
K0091,2024-02,12.7,30
K0091,2022-11,10.2,574
K0091,2022-03,0.3,203
K0091,2024-01,50.0,822
K0091,2022-10,43.6,205
K0091,2022-12,30.3,160
K0091,2022-09,41.1,941
K0091,2023-10,46.9,944
K0091,2022-05,12.7,447
K0091,2024-03,44.5,447
K0091,2022-07,41.2,80
K0091,2023-08,17.7,65
K0091,2023-07,26.2,850
K0092,2023-11,15.5,338
K0092,2023-04,31.3,25
K0092,2022-01,37.8,814
K0092,2022-02,5.8,457
K0092,2024-01,29.4,682
K0092,2022-09,23.4,935
K0092,2023-01,12.6,20
K0092,2023-02,37.5,268
K0092,2023-09,29.3,556
K0092,2022-04,38.4,565
K0093,2024-03,28.7,322
K0093,2023-11,12.5,724
K0093,2023-07,3.3,803
K0093,2024-01,8.6,261
K0093,2024-04,30.5,513
K0093,2023-12,1.9,603
K0093,2023-09,14.9,850
K0093,2022-09,29.9,508
K0094,2024-02,5.1,929
K0094,2023-08,19.1,101
K0094,2023-05,7.4,496
K0094,2023-04,14.3,50
K0094,2023-09,24.3,584
K0094,2022-08,13.3,238
K0094,2023-12,41.5,780
K0094,2022-03,16.1,187
K0094,2022-07,10.5,705
K0094,2023-03,48.4,685
K0094,2023-07,29.5,296
K0094,2022-04,29.1,933
K0094,2023-02,5.7,625
K0094,2024-03,22.3,15
K0094,2022-10,3.3,842
K0094,2022-09,45.6,169
K0094,2022-12,44.2,868
K0094,2022-05,49.4,676
K0095,2022-01,20.5,861
K0095,2022-07,7.9,681
K0095,2023-03,33.0,645
K0095,2022-02,40.2,642
K0095,2023-05,13.0,870
K0095,2024-02,46.5,958
K0095,2023-06,27.3,996
K0095,2022-06,40.0,240
K0095,2022-04,18.5,718
K0095,2022-03,37.5,585
K0096,2023-08,26.8,164
K0096,2023-05,37.9,462
K0096,2024-01,47.3,904
K0096,2023-07,17.8,525
K0096,2023-03,36.9,238
K0096,2022-05,28.6,450
K0096,2022-04,48.6,382
K0096,2022-03,21.9,11
K0096,2023-12,27.0,63
K0096,2022-01,40.6,265
K0096,2023-06,27.0,428
K0096,2024-03,23.7,484
K0096,2022-10,33.3,848
K0096,2024-04,42.1,862
K0096,2022-11,9.4,576
K0096,2022-09,4.3,609
K0096,2024-02,20.2,782
K0096,2022-02,32.4,86
K0096,2023-01,46.7,523
K0096,2022-07,44.5,690
K0096,2023-11,40.9,276
K0096,2023-09,39.6,614
K0097,2023-06,5.6,437
K0097,2023-05,2.2,921
K0097,2022-05,27.6,254
K0097,2023-03,8.9,290
K0097,2023-12,33.7,827
K0097,2023-01,34.5,571
K0097,2023-07,11.2,740
K0097,2023-04,18.9,109
K0097,2022-02,39.0,471
K0097,2022-09,29.1,879
K0097,2023-08,40.2,686
K0097,2022-12,32.1,186
K0097,2022-08,14.6,46
K0097,2024-03,44.2,948
K0097,2024-04,21.1,655
K0097,2024-02,14.2,624
K0097,2023-02,18.8,559
K0097,2022-10,12.4,271
K0097,2022-07,46.8,439
K0098,2022-09,22.2,156
K0098,2023-03,28.0,104
K0098,2023-05,19.3,163
K0098,2022-10,49.1,364
K0098,2022-05,29.0,248
K0098,2022-03,41.3,416
K0099,2023-06,2.1,446
K0099,2024-04,6.9,264
K0099,2022-05,19.8,154
K0099,2022-01,49.5,770
K0099,2023-05,26.4,616
K0099,2023-07,28.8,435
K0099,2022-08,1.1,853
K0099,2022-09,3.2,307
K0099,2024-03,3.7,849
K0099,2023-01,5.6,917
K0099,2023-08,37.8,742
K0099,2023-12,12.4,677
K0099,2023-10,37.8,614
K0099,2022-10,32.0,167
K0100,2023-11,45.9,328
K0100,2023-02,27.8,96
K0100,2022-04,20.0,798
K0100,2022-08,41.5,22
K0100,2022-07,45.5,368
K0100,2023-04,45.3,285
K0100,2024-03,37.5,507
K0100,2022-01,7.2,127
K0100,2022-11,30.8,439
K0100,2022-06,15.9,32
K0100,2024-01,43.7,713
K0100,2022-02,14.5,28
K0101,2023-02,25.8,107
K0101,2023-01,39.4,859
K0101,2022-03,16.3,189
K0101,2023-04,46.0,641
K0101,2023-12,18.8,271
K0101,2024-01,27.3,631
K0101,2024-02,33.2,632
K0101,2023-05,40.2,254
K0101,2022-05,34.9,595
K0101,2022-09,19.8,633
K0101,2023-06,27.5,319
K0101,2022-02,46.5,390
K0101,2022-01,28.4,705
K0101,2024-04,44.6,92
K0101,2022-07,16.4,602
K0101,2022-08,13.1,321
K0101,2023-07,40.2,50
K0101,2023-10,5.5,628
K0101,2023-09,6.7,613
K0101,2023-08,34.0,59
K0101,2022-10,42.2,799
K0101,2022-04,23.9,369
K0101,2022-11,12.3,951
K0101,2023-03,19.1,711
K0102,2022-12,36.4,232
K0102,2022-04,41.6,550
K0102,2022-03,37.6,568
K0102,2023-04,40.4,212
K0102,2024-02,21.1,254
K0102,2023-02,20.5,726
K0102,2023-10,32.4,102
K0103,2023-07,34.1,280
K0103,2022-09,39.3,758
K0103,2022-11,43.1,628
K0103,2022-12,21.7,509
K0103,2023-08,20.5,334
K0103,2022-02,39.5,268
K0103,2023-01,8.1,839
K0103,2023-04,39.5,318
K0103,2022-01,15.7,885
K0103,2023-11,18.2,774
K0103,2023-12,22.2,550
K0103,2022-10,44.6,584
K0103,2022-05,22.5,975
K0103,2023-09,15.4,326
K0103,2024-03,48.2,196
K0103,2023-05,39.1,824
K0103,2023-03,30.4,435
K0103,2022-03,6.5,877
K0103,2023-06,39.1,264
K0103,2024-01,39.9,896
K0103,2022-07,19.1,133
K0103,2022-04,42.7,188
K0104,2022-11,8.7,301
K0104,2023-11,9.1,780
K0104,2022-10,39.9,438
K0104,2022-02,48.2,489
K0104,2022-04,34.7,485
K0104,2023-01,15.5,137
K0104,2023-09,38.2,627
K0104,2024-04,3.4,28
K0104,2023-08,5.2,181
K0104,2022-12,14.0,102
K0104,2022-08,4.6,932
K0104,2024-01,48.6,515
K0104,2022-01,40.8,257
K0104,2023-07,26.7,529
K0104,2023-10,32.0,61
K0104,2022-07,0.3,926
K0104,2022-03,49.0,15
K0104,2023-03,5.4,602
K0104,2023-05,25.8,405
K0105,2023-11,7.4,113
K0105,2023-04,46.0,54
K0105,2023-06,10.2,257
K0105,2022-05,11.4,777
K0105,2022-07,44.2,350
K0105,2022-03,11.4,354
K0105,2022-06,34.8,747
K0105,2023-07,19.3,770
K0105,2023-08,26.6,472
K0105,2022-12,27.7,997
K0105,2023-03,41.0,172
K0105,2022-01,18.4,271
K0105,2022-09,47.4,179
K0105,2022-08,15.5,126
K0105,2024-04,33.6,711
K0105,2023-09,37.6,515
K0105,2023-12,16.2,259
K0105,2024-01,18.1,770
K0105,2023-02,49.0,274
K0105,2023-01,2.4,692
K0105,2022-02,47.2,260
K0106,2023-09,49.2,292
K0106,2022-12,38.5,629
K0106,2022-10,38.3,748
K0106,2024-04,48.9,698
K0106,2023-03,47.0,751
K0106,2022-11,40.8,86
K0106,2022-05,22.5,922
K0106,2022-07,38.7,782
K0106,2022-03,10.3,680
K0106,2022-04,14.7,656
K0106,2023-10,33.9,170
K0106,2024-01,24.5,31
K0106,2023-06,9.6,852
K0106,2023-12,27.8,388
K0106,2024-03,34.3,839
K0107,2023-04,30.3,396
K0107,2022-12,48.1,846
K0107,2023-11,2.1,336
K0107,2022-01,35.7,199
K0107,2023-09,1.7,623
K0107,2023-06,49.7,235
K0107,2022-02,16.2,558
K0107,2022-03,25.2,148
K0108,2023-08,25.3,526
K0108,2022-08,45.3,862
K0108,2022-11,21.2,176
K0108,2024-03,13.9,260
K0108,2022-10,45.8,978
K0108,2022-01,18.0,268
K0108,2022-02,21.4,845
K0108,2023-09,26.6,839
K0108,2022-04,26.8,370
K0108,2023-05,34.4,486
K0108,2022-03,30.1,222
K0108,2023-01,22.5,803
K0108,2023-03,27.6,15
K0108,2024-01,32.1,666
K0109,2022-08,38.8,906
K0109,2023-09,44.3,707
K0109,2023-08,29.9,313
K0109,2022-04,49.7,322
K0109,2022-05,24.1,719
K0109,2023-06,6.6,490
K0109,2023-03,5.2,859
K0109,2023-05,22.5,140
K0109,2024-03,12.7,238
K0109,2022-09,1.8,91
K0109,2023-11,43.1,612
K0109,2023-01,27.0,986
K0109,2023-02,19.1,258
K0109,2022-10,8.8,135
K0109,2023-07,45.2,851
K0109,2023-04,27.8,231
K0110,2023-03,46.2,171
K0110,2022-06,7.3,45
K0110,2023-05,40.8,15
K0110,2022-08,9.3,179
K0110,2024-01,44.4,16
K0110,2023-07,3.2,534
K0110,2022-04,19.3,444
K0110,2022-05,19.0,46
K0110,2023-10,45.5,520
K0110,2023-06,42.1,611
K0110,2023-04,33.6,571
K0110,2022-01,46.0,692
K0110,2023-01,24.0,395
K0110,2024-04,6.1,560
K0110,2023-02,4.2,302
K0110,2022-03,9.5,392
K0110,2022-10,39.8,295
K0110,2023-08,3.1,741
K0110,2023-11,11.8,566
K0110,2022-09,14.5,326
K0110,2024-02,32.5,656
K0110,2024-03,47.2,603
K0110,2023-09,25.5,48
K0110,2022-07,39.3,282
K0111,2024-02,45.8,3
K0111,2024-01,18.5,835
K0111,2024-03,13.9,337
K0111,2023-06,47.6,602
K0111,2023-09,19.0,854
K0111,2022-05,3.7,20
K0111,2022-07,45.1,47
K0111,2022-11,21.8,995
K0111,2022-10,44.8,399
K0111,2023-02,21.1,94
K0111,2023-12,3.7,926
K0111,2022-04,32.4,938
K0111,2022-02,18.5,888
K0111,2022-01,4.3,92
K0111,2023-05,35.2,913
K0111,2022-12,49.7,230
K0111,2023-03,49.3,1
K0111,2022-08,40.4,554
K0111,2023-10,16.2,408
K0112,2022-09,23.0,15
K0112,2024-01,26.4,552
K0112,2023-08,21.7,568
K0112,2023-04,26.0,650
K0112,2022-02,28.3,483
K0112,2023-05,26.5,698
K0112,2024-02,33.0,496
K0112,2022-01,39.1,74
K0112,2022-12,18.2,379
K0112,2023-06,40.1,439
K0112,2022-07,9.0,464
K0112,2023-02,42.2,583
K0112,2023-11,22.7,386
K0112,2024-04,1.2,608
K0112,2022-04,11.8,22
K0112,2022-05,47.2,135
K0112,2023-03,21.6,718
K0112,2022-03,38.2,367
K0112,2023-07,22.7,986
K0112,2023-10,31.6,591
K0112,2022-10,28.0,893
K0112,2023-12,9.3,15
K0112,2024-03,15.1,80
K0112,2023-01,27.7,5
K0113,2022-12,4.8,689
K0113,2022-05,39.9,660
K0113,2022-03,27.6,287
K0113,2023-03,4.6,729
K0113,2024-04,29.6,962
K0113,2022-11,6.9,272
K0113,2023-05,8.9,144
K0113,2023-11,30.2,488
K0113,2022-04,16.7,601
K0113,2024-01,3.7,54
K0113,2023-04,40.6,902
K0113,2023-07,49.8,905
K0113,2022-10,13.2,748
K0113,2023-12,18.3,938
K0113,2022-02,6.6,843
K0113,2023-09,27.7,697
K0113,2023-10,14.7,497
K0113,2024-02,41.7,46
K0113,2022-08,15.9,798
K0113,2024-03,25.3,2
K0113,2022-07,42.2,144
K0113,2022-09,6.3,890
K0113,2023-02,18.4,850
K0113,2022-01,0.0,588
K0114,2023-12,46.3,920
K0114,2022-02,17.1,281
K0114,2022-03,47.5,470
K0114,2023-09,8.6,847
K0114,2023-01,6.8,867
K0114,2022-08,43.2,181
K0115,2022-06,3.6,964
K0115,2023-06,46.7,946
K0115,2023-08,46.6,790
K0115,2022-11,18.7,493
K0115,2023-12,3.3,805
K0115,2022-09,17.6,575
K0115,2022-01,32.1,771
K0115,2022-02,47.4,93
K0115,2022-03,5.8,380
K0115,2023-04,48.7,625
K0115,2023-05,8.9,474
K0115,2024-03,44.3,111
K0115,2024-04,49.1,672
K0115,2024-02,4.3,190
K0115,2022-12,21.4,765
K0115,2022-05,44.0,761
K0115,2023-02,18.1,969
K0115,2022-08,40.8,812
K0115,2022-04,22.0,840
K0115,2023-09,28.5,204
K0115,2023-03,2.2,473
K0115,2022-10,3.5,440
K0116,2022-11,10.7,878
K0116,2023-10,20.6,134
K0116,2022-01,29.8,285
K0116,2024-02,47.8,784
K0116,2023-04,5.8,856
K0116,2022-09,36.6,982
K0116,2023-09,31.2,738
K0116,2022-03,25.7,144
K0116,2023-05,48.9,207
K0116,2023-07,40.2,830
K0116,2022-10,26.9,218
K0116,2024-04,45.1,742
K0116,2023-06,38.7,36
K0116,2022-04,12.9,46
K0116,2023-01,7.7,793
K0116,2023-08,28.1,625
K0116,2024-03,20.2,701
K0116,2023-12,9.2,479
K0116,2023-11,44.6,218
K0116,2022-08,48.5,802
K0116,2022-07,39.5,368
K0116,2022-05,21.9,536
K0116,2023-02,38.2,843
K0116,2022-06,12.1,892
K0117,2023-02,9.7,561
K0117,2023-05,11.0,734
K0117,2022-02,49.8,912
K0117,2023-01,15.0,554
K0117,2022-09,25.2,560
K0117,2023-06,15.2,181
K0117,2024-04,15.9,233
K0117,2024-02,19.1,816
K0117,2023-10,45.4,992
K0117,2023-03,42.5,415
K0118,2023-06,18.0,634
K0118,2022-02,16.8,81
K0118,2022-11,18.2,406
K0118,2024-02,8.0,578
K0118,2024-03,9.1,844
K0118,2023-03,0.5,34
K0118,2023-11,27.0,341
K0118,2022-09,45.1,332
K0118,2023-12,5.4,505
K0118,2023-01,31.4,316
K0119,2023-10,49.8,473
K0119,2023-08,38.9,963
K0119,2022-04,19.4,615
K0119,2022-08,49.3,19
K0119,2024-02,7.1,824
K0119,2022-03,14.7,965
K0120,2023-10,44.6,682
K0120,2023-01,6.8,448
K0120,2022-02,45.1,803
K0120,2024-04,39.7,579
K0120,2023-11,17.9,985
K0120,2022-06,3.0,161
K0120,2023-12,43.0,777
K0120,2023-09,40.6,941
K0120,2022-01,2.5,327
K0120,2024-03,5.5,219
K0120,2022-12,43.1,952
K0120,2022-08,9.2,899
K0120,2022-11,17.4,817
K0120,2023-02,32.7,702
K0120,2022-05,29.4,450
K0120,2023-06,31.7,632
K0120,2024-02,17.0,448
K0120,2023-04,14.1,978
K0120,2022-03,41.7,102
K0120,2023-08,38.2,721
K0121,2024-04,2.4,402
K0121,2022-05,14.4,693
K0121,2023-03,31.1,993
K0121,2023-08,15.2,738
K0121,2023-06,0.6,706
K0121,2022-02,44.9,121
K0121,2022-12,0.2,356
K0121,2023-07,6.3,32
K0121,2023-10,43.9,438
K0121,2022-01,2.3,626
K0121,2022-08,34.9,778
K0121,2022-03,14.2,73
K0122,2022-10,19.4,34
K0122,2023-09,3.0,986
K0122,2023-08,24.3,963
K0122,2022-04,28.9,659
K0122,2022-08,1.0,584
K0122,2024-03,21.4,935
K0122,2022-11,45.4,560
K0122,2024-02,2.9,559
K0122,2023-11,19.3,449
K0122,2022-06,23.9,45
K0122,2023-06,38.9,916
K0122,2022-12,12.1,490
K0122,2023-05,25.0,711
K0122,2023-01,34.0,733
K0122,2023-03,44.5,223
K0122,2024-01,33.1,583
K0122,2023-07,42.4,314
K0122,2023-10,29.1,986
K0122,2024-04,49.3,882
K0122,2023-04,11.3,2
K0122,2022-03,19.6,469
K0122,2022-01,18.8,868
K0122,2023-12,42.3,342
K0123,2022-01,14.3,470
K0123,2022-07,26.9,188
K0123,2022-06,29.1,642
K0123,2023-09,9.3,969
K0123,2022-12,28.6,797
K0123,2024-04,7.5,808
K0123,2022-03,11.1,338
K0123,2023-04,42.8,71
K0123,2024-03,0.8,806
K0123,2023-01,1.6,40
K0123,2022-11,32.2,913
K0123,2022-09,21.1,693
K0123,2022-05,2.3,250
K0123,2023-03,0.3,782
K0123,2023-08,48.0,569
K0123,2023-10,45.7,522
K0124,2022-08,45.6,342
K0124,2022-01,37.7,576
K0124,2022-05,27.8,556
K0124,2022-04,22.6,877
K0124,2022-03,28.3,190
K0124,2023-01,4.4,607
K0124,2023-11,36.8,789
K0124,2023-03,21.2,171
K0124,2024-04,19.8,236
K0124,2024-02,47.7,246
K0124,2024-03,21.0,823
K0124,2022-10,44.1,816
