ticket_id,klant_id,aangemaakt_op,opgelost_op,probleemtype,tevredenheidsscore
T95899,K0173,2021-01-25,2021-02-01,Technische storing,3.0
T32224,K0174,2021-08-20,2021-08-27,Facturatieprobleem,4.0
T90700,K0174,2021-04-23,2021-04-28,Abonnementsvraag,1.0
T29805,K0175,2021-05-02,2021-05-04,Facturatieprobleem,5.0
T65737,K0175,2021-07-02,2021-07-08,Technische storing,
T23621,K0176,2022-11-15,2022-11-25,Abonnementsvraag,3.0
T29482,K0177,2022-05-27,2022-06-01,Facturatieprobleem,1.0
T68549,K0177,2023-03-08,2023-03-14,Technische storing,4.0
T85739,K0178,2023-03-27,2023-04-04,Facturatieprobleem,1.0
T52343,K0178,2022-03-14,2022-03-19,Technische storing,1.0
T74776,K0178,2021-05-11,2021-05-18,Abonnementsvraag,3.0
T95715,K0178,2022-03-11,2022-03-18,Abonnementsvraag,2.0
T79962,K0178,2021-09-09,2021-09-18,Andere,5.0
T86148,K0179,2022-06-30,2022-07-04,Andere,1.0
T21436,K0179,2023-01-03,2023-01-13,Technische storing,
T83187,K0179,2021-08-29,2021-09-02,Facturatieprobleem,3.0
T28264,K0180,2021-05-17,2021-05-18,Abonnementsvraag,3.0
T37621,K0180,2021-10-29,2021-11-07,Andere,2.0
T28753,K0180,2023-04-28,2023-05-01,Facturatieprobleem,
T17088,K0181,2023-01-21,,Andere,3.0
T87847,K0181,2022-12-20,2022-12-30,Facturatieprobleem,4.0
T20353,K0181,2023-06-11,2023-06-14,Abonnementsvraag,2.0
T33910,K0182,2021-03-20,,Andere,2.0
T63939,K0183,2023-02-01,2023-02-10,Abonnementsvraag,4.0
T30432,K0183,2023-01-10,2023-01-11,Abonnementsvraag,1.0
T31017,K0183,2021-03-03,2021-03-04,Technische storing,5.0
T75781,K0185,2023-05-03,2023-05-11,Abonnementsvraag,5.0
T22050,K0185,2021-11-10,2021-11-17,Technische storing,3.0
T91139,K0185,2022-06-19,2022-06-22,Technische storing,4.0
T71398,K0187,2022-02-06,2022-02-15,Facturatieprobleem,
T17165,K0188,2021-11-17,2021-11-24,Andere,2.0
T24208,K0188,2023-04-03,2023-04-10,Technische storing,3.0
T41395,K0188,2021-04-17,,Abonnementsvraag,1.0
T11438,K0189,2021-06-16,2021-06-18,Technische storing,5.0
T14242,K0189,2023-02-14,2023-02-18,Technische storing,
T73413,K0190,2021-10-03,,Facturatieprobleem,5.0
T62184,K0193,2021-04-06,2021-04-07,Abonnementsvraag,3.0
T98432,K0193,2022-05-28,2022-06-04,Abonnementsvraag,2.0
T29685,K0195,2022-02-22,2022-03-03,Facturatieprobleem,5.0
T14903,K0195,2021-01-25,2021-02-01,Andere,5.0
T22227,K0196,2021-06-15,2021-06-23,Facturatieprobleem,
T31108,K0196,2023-01-06,2023-01-10,Technische storing,
T27196,K0197,2022-06-13,2022-06-23,Abonnementsvraag,4.0
T99505,K0197,2021-12-14,2021-12-24,Andere,1.0
T84304,K0197,2022-02-01,2022-02-11,Facturatieprobleem,2.0
T50572,K0197,2022-10-05,2022-10-07,Facturatieprobleem,2.0
T69612,K0198,2023-06-08,2023-06-10,Andere,1.0
T46715,K0198,2021-11-18,2021-11-23,Technische storing,1.0
T70390,K0198,2022-08-14,2022-08-16,Facturatieprobleem,2.0
T28408,K0198,2021-09-22,2021-09-27,Andere,
T63612,K0200,2022-05-15,,Abonnementsvraag,4.0
T77171,K0200,2023-05-28,2023-05-31,Andere,3.0
T99417,K0200,2023-05-16,2023-05-22,Abonnementsvraag,1.0
T94392,K0200,2022-02-28,2022-03-05,Facturatieprobleem,5.0
T23801,K0202,2023-03-21,2023-03-30,Facturatieprobleem,2.0
T39235,K0202,2021-10-25,2021-11-04,Andere,1.0
T71405,K0202,2022-02-02,2022-02-04,Abonnementsvraag,4.0
T33628,K0202,2022-10-20,2022-10-28,Facturatieprobleem,1.0
T62628,K0202,2023-01-20,2023-01-27,Andere,2.0
T72419,K0203,2021-03-08,2021-03-18,Andere,2.0
T29072,K0203,2021-04-28,2021-04-29,Technische storing,4.0
T57381,K0204,2021-08-07,2021-08-08,Andere,1.0
T37720,K0204,2023-03-20,2023-03-28,Technische storing,1.0
T43039,K0204,2023-06-08,,Andere,3.0
T63093,K0204,2022-10-13,2022-10-16,Facturatieprobleem,3.0
T38063,K0204,2021-03-25,2021-04-02,Andere,5.0
T54829,K0205,2021-09-23,2021-09-24,Facturatieprobleem,4.0
T73127,K0205,2023-02-11,2023-02-15,Abonnementsvraag,4.0
T84752,K0205,2022-05-02,2022-05-05,Andere,3.0
T97551,K0205,2022-02-03,2022-02-12,Technische storing,1.0
T29727,K0205,2022-08-16,2022-08-22,Abonnementsvraag,1.0
T63265,K0206,2021-06-01,2021-06-07,Facturatieprobleem,
T93138,K0206,2021-09-27,2021-09-28,Andere,2.0
T38655,K0206,2022-04-06,2022-04-16,Facturatieprobleem,1.0
T59487,K0207,2021-07-12,2021-07-21,Technische storing,5.0
T57683,K0207,2021-08-10,2021-08-14,Facturatieprobleem,3.0
T75422,K0207,2021-01-17,2021-01-22,Facturatieprobleem,
T56165,K0207,2022-10-27,2022-11-03,Andere,3.0
T33044,K0207,2023-04-29,2023-05-08,Abonnementsvraag,1.0
T67131,K0208,2022-03-15,2022-03-24,Technische storing,5.0
T91313,K0208,2022-01-26,2022-02-02,Abonnementsvraag,
T21749,K0208,2023-05-28,,Facturatieprobleem,1.0
T91766,K0209,2021-01-17,2021-01-24,Facturatieprobleem,4.0
T86183,K0209,2022-07-12,,Andere,5.0
T37770,K0209,2023-04-06,,Abonnementsvraag,4.0
T35632,K0209,2021-08-17,2021-08-26,Andere,1.0
T64124,K0209,2023-05-27,2023-05-29,Abonnementsvraag,4.0
T39351,K0210,2022-12-22,2022-12-29,Facturatieprobleem,3.0
T98250,K0210,2022-06-04,2022-06-09,Abonnementsvraag,4.0
T12035,K0210,2021-09-05,,Andere,1.0
T32336,K0210,2021-01-27,2021-02-02,Abonnementsvraag,3.0
T90775,K0210,2022-08-09,2022-08-13,Andere,2.0
T93397,K0211,2022-02-07,2022-02-17,Andere,2.0
T77800,K0211,2022-02-04,2022-02-07,Andere,3.0
T25515,K0211,2021-06-12,2021-06-14,Technische storing,5.0
T30847,K0211,2022-10-09,2022-10-16,Abonnementsvraag,5.0
T11512,K0211,2021-11-27,2021-11-29,Facturatieprobleem,4.0
T60122,K0212,2023-02-28,2023-03-01,Facturatieprobleem,5.0
T92772,K0212,2021-01-26,2021-01-29,Andere,
T35405,K0212,2023-03-08,2023-03-12,Technische storing,3.0
T16782,K0212,2022-07-03,2022-07-10,Abonnementsvraag,
T13033,K0212,2021-10-09,,Technische storing,
T26080,K0213,2022-08-17,2022-08-19,Andere,5.0
T20142,K0213,2021-04-20,2021-04-25,Technische storing,1.0
T74361,K0213,2022-05-22,2022-05-26,Andere,1.0
T92009,K0213,2023-03-26,,Facturatieprobleem,4.0
T93040,K0213,2021-03-20,2021-03-27,Andere,3.0
T96463,K0214,2023-04-08,2023-04-13,Facturatieprobleem,2.0
T55453,K0214,2022-08-04,2022-08-05,Facturatieprobleem,3.0
T78386,K0214,2022-05-11,2022-05-21,Facturatieprobleem,2.0
T13019,K0215,2021-09-18,2021-09-22,Facturatieprobleem,5.0
T25045,K0215,2022-06-15,2022-06-18,Technische storing,3.0
T20937,K0215,2021-08-11,,Technische storing,2.0
T73120,K0215,2023-01-16,2023-01-19,Abonnementsvraag,3.0
T74985,K0215,2021-07-24,2021-07-30,Abonnementsvraag,4.0
T35936,K0216,2022-06-09,2022-06-13,Abonnementsvraag,2.0
T86499,K0216,2022-12-05,2022-12-10,Andere,1.0
T73941,K0216,2023-03-24,2023-03-29,Technische storing,2.0
T24097,K0217,2022-04-02,2022-04-07,Abonnementsvraag,5.0
T92929,K0217,2022-09-14,2022-09-18,Abonnementsvraag,3.0
T77024,K0217,2023-04-20,,Technische storing,1.0
T13924,K0218,2022-08-24,2022-09-03,Abonnementsvraag,4.0
T56890,K0218,2021-04-28,2021-05-04,Andere,2.0
T51215,K0219,2021-03-16,2021-03-22,Abonnementsvraag,2.0
T70997,K0222,2022-12-06,,Abonnementsvraag,2.0
T47173,K0222,2022-08-05,2022-08-09,Facturatieprobleem,4.0
T89679,K0223,2021-08-06,2021-08-08,Abonnementsvraag,
T67043,K0223,2023-04-07,2023-04-09,Andere,
T74740,K0223,2021-11-22,2021-11-26,Technische storing,1.0
T25631,K0223,2022-05-26,,Abonnementsvraag,4.0
T85551,K0225,2021-06-25,2021-07-05,Andere,2.0
T47272,K0225,2021-01-22,2021-02-01,Facturatieprobleem,4.0
T79142,K0225,2021-05-15,2021-05-22,Facturatieprobleem,5.0
T64405,K0227,2022-10-23,,Andere,1.0
T20455,K0227,2023-01-11,2023-01-17,Abonnementsvraag,4.0
T49117,K0228,2023-03-05,2023-03-15,Facturatieprobleem,4.0
T90999,K0228,2022-12-15,2022-12-23,Facturatieprobleem,3.0
T28184,K0228,2021-04-16,,Facturatieprobleem,1.0
T21536,K0228,2021-04-18,2021-04-25,Technische storing,2.0
T16880,K0229,2023-01-12,2023-01-18,Facturatieprobleem,
T19835,K0230,2023-03-15,,Facturatieprobleem,3.0
T32326,K0230,2021-09-28,2021-10-08,Andere,3.0
T86563,K0231,2022-08-21,2022-08-24,Abonnementsvraag,2.0
T72642,K0232,2022-10-15,2022-10-17,Technische storing,5.0
T73269,K0232,2022-11-09,2022-11-14,Abonnementsvraag,
T20852,K0232,2021-08-20,,Abonnementsvraag,
T20225,K0233,2022-07-26,2022-07-30,Technische storing,
T97883,K0233,2021-03-18,2021-03-19,Technische storing,1.0
T54623,K0234,2022-04-25,2022-04-29,Andere,1.0
T69509,K0235,2023-04-14,2023-04-23,Abonnementsvraag,3.0
T57663,K0236,2021-06-07,2021-06-09,Technische storing,2.0
T34635,K0236,2022-01-30,2022-02-09,Technische storing,4.0
T94984,K0236,2021-03-12,2021-03-15,Abonnementsvraag,5.0
T12174,K0236,2021-04-15,2021-04-17,Facturatieprobleem,2.0
T79584,K0236,2022-04-17,2022-04-18,Andere,
T66554,K0237,2021-12-27,2022-01-05,Facturatieprobleem,3.0
T53743,K0237,2021-08-06,2021-08-15,Andere,5.0
T95016,K0237,2021-02-24,2021-03-02,Facturatieprobleem,1.0
T62781,K0238,2023-01-20,2023-01-24,Abonnementsvraag,2.0
T66828,K0238,2021-06-30,2021-07-09,Andere,5.0
T25097,K0238,2021-04-22,2021-04-26,Facturatieprobleem,2.0
T39683,K0241,2021-09-30,2021-10-09,Facturatieprobleem,3.0
T23278,K0241,2022-09-28,2022-10-05,Andere,4.0
T32417,K0241,2021-08-14,2021-08-19,Andere,2.0
T10407,K0241,2023-03-16,2023-03-21,Abonnementsvraag,
T50019,K0243,2022-05-31,2022-06-10,Andere,
T53536,K0244,2021-09-02,2021-09-04,Technische storing,2.0
T53785,K0244,2022-04-12,2022-04-13,Andere,4.0
T99024,K0244,2021-01-22,2021-01-27,Facturatieprobleem,2.0
T86435,K0244,2023-02-18,2023-02-28,Abonnementsvraag,4.0
T15921,K0244,2021-01-02,2021-01-06,Andere,1.0
T22308,K0246,2022-11-28,2022-12-02,Technische storing,2.0
T55977,K0246,2021-04-13,2021-04-19,Andere,4.0
T70129,K0246,2022-07-13,2022-07-21,Abonnementsvraag,3.0
T97023,K0246,2021-01-14,2021-01-19,Abonnementsvraag,5.0
T63781,K0247,2022-05-11,2022-05-20,Facturatieprobleem,2.0
T14050,K0247,2023-05-27,2023-05-30,Abonnementsvraag,4.0
T21701,K0247,2021-09-08,2021-09-15,Abonnementsvraag,2.0
T92167,K0247,2021-07-18,2021-07-25,Facturatieprobleem,3.0
T99006,K0248,2022-07-12,2022-07-20,Technische storing,3.0
T50543,K0248,2021-12-24,2021-12-31,Andere,3.0
T26116,K0248,2021-07-15,,Abonnementsvraag,5.0
T24442,K0248,2022-03-20,2022-03-30,Abonnementsvraag,3.0
T29690,K0248,2021-01-09,2021-01-12,Andere,
T47782,K0249,2021-10-24,2021-10-27,Abonnementsvraag,4.0
T38485,K0249,2021-03-08,2021-03-09,Andere,1.0
T50084,K0249,2021-10-17,2021-10-19,Facturatieprobleem,4.0
T28051,K0249,2021-01-06,2021-01-07,Facturatieprobleem,3.0
T45477,K0250,2023-06-19,2023-06-28,Technische storing,1.0
T20579,K0250,2021-05-27,2021-05-31,Andere,5.0
T98932,K0251,2021-08-13,,Abonnementsvraag,2.0
T49586,K0251,2022-10-15,2022-10-22,Facturatieprobleem,3.0
T28242,K0252,2021-11-15,2021-11-22,Abonnementsvraag,5.0
T82651,K0252,2022-12-01,2022-12-06,Technische storing,4.0
T92355,K0252,2021-07-24,2021-07-26,Abonnementsvraag,5.0
T28167,K0252,2022-04-18,2022-04-25,Andere,1.0
T56424,K0253,2022-03-29,2022-04-07,Abonnementsvraag,4.0
T83257,K0253,2022-03-14,2022-03-21,Andere,1.0
T90636,K0253,2021-01-28,2021-02-04,Facturatieprobleem,2.0
T91381,K0253,2021-11-06,2021-11-16,Abonnementsvraag,2.0
T62814,K0254,2022-08-03,2022-08-04,Andere,2.0
T21096,K0254,2022-11-18,,Andere,1.0
T22766,K0254,2021-02-26,2021-02-28,Abonnementsvraag,5.0
T25917,K0254,2023-04-22,2023-04-30,Abonnementsvraag,1.0
T28894,K0255,2022-08-22,2022-08-23,Technische storing,5.0
T98562,K0255,2022-07-30,2022-08-07,Technische storing,2.0
T10845,K0255,2022-10-18,2022-10-23,Abonnementsvraag,
T10004,K0255,2023-04-05,2023-04-09,Facturatieprobleem,1.0
T36777,K0255,2021-06-06,2021-06-08,Facturatieprobleem,2.0
T25966,K0257,2021-01-26,2021-02-03,Andere,1.0
T44114,K0257,2021-11-04,2021-11-07,Technische storing,5.0
T29168,K0257,2023-04-22,2023-04-30,Facturatieprobleem,4.0
T81654,K0258,2021-01-23,2021-01-27,Technische storing,5.0
T23109,K0258,2021-07-25,2021-07-30,Abonnementsvraag,
T24068,K0258,2022-08-26,2022-08-31,Andere,4.0
T47148,K0258,2022-04-21,2022-04-28,Technische storing,1.0
T49683,K0258,2022-04-14,2022-04-21,Facturatieprobleem,5.0
T56494,K0260,2022-10-29,2022-11-08,Andere,1.0
T30750,K0260,2021-05-23,2021-05-31,Abonnementsvraag,1.0
T78820,K0260,2022-01-02,2022-01-11,Technische storing,3.0
T95974,K0260,2022-02-04,2022-02-07,Technische storing,3.0
T96303,K0260,2023-01-07,2023-01-15,Technische storing,3.0
T71833,K0261,2022-02-08,,Andere,4.0
T52477,K0261,2022-09-13,2022-09-23,Abonnementsvraag,2.0
T15888,K0262,2022-08-18,2022-08-28,Andere,1.0
T97197,K0262,2021-01-31,2021-02-03,Technische storing,1.0
T41013,K0262,2021-04-19,2021-04-27,Abonnementsvraag,2.0
T18437,K0262,2021-04-18,2021-04-21,Andere,4.0
T89499,K0264,2021-09-14,2021-09-16,Andere,3.0
T68918,K0264,2022-10-09,2022-10-12,Abonnementsvraag,1.0
T43095,K0264,2022-01-22,2022-02-01,Technische storing,2.0
T31245,K0264,2022-05-18,2022-05-23,Technische storing,2.0
T13177,K0265,2023-04-14,2023-04-18,Facturatieprobleem,5.0
T28423,K0265,2022-10-07,2022-10-09,Technische storing,1.0
T34288,K0265,2021-01-06,2021-01-13,Facturatieprobleem,3.0
T37194,K0266,2023-01-18,2023-01-27,Andere,2.0
T91065,K0266,2022-08-08,2022-08-17,Abonnementsvraag,3.0
T91981,K0266,2022-07-27,2022-07-29,Andere,4.0
T77796,K0266,2022-01-21,2022-01-31,Facturatieprobleem,2.0
T88838,K0266,2021-11-02,2021-11-10,Technische storing,1.0
T61173,K0267,2021-12-05,,Abonnementsvraag,3.0
T80047,K0267,2022-12-22,2022-12-25,Abonnementsvraag,1.0
T91087,K0267,2022-08-13,2022-08-22,Abonnementsvraag,4.0
T95620,K0267,2021-02-28,2021-03-02,Andere,3.0
T36769,K0270,2022-03-08,2022-03-14,Facturatieprobleem,2.0
T74691,K0270,2022-07-15,2022-07-21,Facturatieprobleem,2.0
T64557,K0272,2022-09-17,2022-09-18,Abonnementsvraag,1.0
T45456,K0272,2022-09-05,2022-09-07,Andere,2.0
T76532,K0272,2023-01-11,,Facturatieprobleem,4.0
T39852,K0272,2021-08-19,2021-08-26,Andere,3.0
T73199,K0276,2022-07-02,2022-07-09,Facturatieprobleem,5.0
T65945,K0278,2023-02-24,2023-02-27,Andere,
T58196,K0278,2022-07-17,2022-07-25,Facturatieprobleem,5.0
T40413,K0278,2021-12-27,2022-01-03,Facturatieprobleem,2.0
T42757,K0280,2021-01-11,2021-01-20,Facturatieprobleem,1.0
T67482,K0280,2023-04-13,,Facturatieprobleem,2.0
T95879,K0280,2021-07-04,2021-07-10,Abonnementsvraag,5.0
T96190,K0280,2021-09-08,2021-09-11,Andere,4.0
T56787,K0282,2021-03-20,,Technische storing,4.0
T48362,K0282,2023-05-30,2023-06-04,Abonnementsvraag,5.0
T80964,K0282,2023-06-09,2023-06-18,Abonnementsvraag,3.0
T91509,K0282,2022-05-31,2022-06-06,Andere,
T40216,K0282,2022-05-13,2022-05-17,Technische storing,5.0
T28607,K0283,2023-01-30,2023-02-01,Abonnementsvraag,
T12790,K0283,2021-02-06,2021-02-14,Andere,1.0
T60354,K0284,2023-05-07,,Abonnementsvraag,5.0
T89920,K0284,2021-11-04,2021-11-06,Facturatieprobleem,3.0
T15821,K0284,2022-01-29,2022-02-05,Andere,4.0
T49996,K0285,2021-07-30,2021-08-06,Facturatieprobleem,
T87458,K0287,2023-02-21,2023-02-22,Abonnementsvraag,3.0
T17486,K0287,2021-08-10,2021-08-16,Andere,4.0
T70752,K0287,2023-04-07,2023-04-14,Abonnementsvraag,5.0
T59976,K0287,2022-03-11,2022-03-21,Abonnementsvraag,2.0
T46791,K0288,2023-02-03,2023-02-07,Technische storing,1.0
T81146,K0288,2023-03-30,2023-04-04,Facturatieprobleem,2.0
T45949,K0288,2021-10-30,2021-11-06,Facturatieprobleem,5.0
T50225,K0289,2021-10-03,2021-10-13,Facturatieprobleem,1.0
T70650,K0289,2022-08-06,2022-08-11,Technische storing,4.0
T82955,K0291,2021-01-10,2021-01-16,Andere,
T89996,K0291,2021-08-12,2021-08-22,Facturatieprobleem,3.0
T43817,K0291,2022-07-19,2022-07-21,Andere,2.0
T32871,K0292,2021-09-23,2021-09-26,Technische storing,
T95799,K0292,2021-05-31,2021-06-01,Technische storing,1.0
T82536,K0294,2022-12-02,2022-12-10,Abonnementsvraag,1.0
T12112,K0295,2021-08-22,,Abonnementsvraag,3.0
T40762,K0295,2022-11-26,2022-12-02,Facturatieprobleem,5.0
T76982,K0295,2021-12-25,2022-01-03,Andere,1.0
T64521,K0295,2021-03-21,2021-03-27,Abonnementsvraag,
T52800,K0295,2021-03-15,2021-03-20,Technische storing,1.0
T48543,K0296,2023-03-19,2023-03-26,Abonnementsvraag,4.0
T48125,K0296,2022-09-29,,Abonnementsvraag,1.0
T37719,K0296,2021-06-03,2021-06-04,Facturatieprobleem,5.0
T59655,K0296,2023-04-08,2023-04-17,Abonnementsvraag,2.0
T20281,K0297,2021-02-03,2021-02-06,Andere,
T25891,K0297,2021-03-21,2021-03-25,Andere,5.0
T78740,K0297,2023-05-18,2023-05-19,Andere,
T48412,K0297,2022-06-17,2022-06-22,Technische storing,5.0
T51263,K0298,2021-12-03,2021-12-09,Technische storing,4.0
T20445,K0299,2021-04-29,2021-05-07,Andere,3.0
T73459,K0299,2021-12-27,2021-12-29,Abonnementsvraag,
T26420,K0299,2022-09-12,2022-09-19,Technische storing,5.0
T44115,K0299,2022-07-05,2022-07-12,Technische storing,5.0
T63543,K0299,2023-03-26,2023-04-01,Facturatieprobleem,1.0
T35965,K0300,2022-06-02,2022-06-12,Andere,
T64870,K0300,2021-07-04,2021-07-05,Technische storing,1.0
T14466,K0300,2021-09-27,2021-10-05,Facturatieprobleem,2.0
T79377,K0301,2021-01-25,2021-01-27,Technische storing,5.0
T82999,K0301,2022-02-02,2022-02-08,Technische storing,4.0
T87526,K0301,2021-09-05,2021-09-07,Abonnementsvraag,3.0
T56525,K0302,2022-09-24,2022-09-25,Facturatieprobleem,
T72535,K0302,2022-04-05,2022-04-13,Andere,3.0
T11020,K0302,2022-12-18,2022-12-21,Facturatieprobleem,2.0
T67486,K0302,2022-08-31,2022-09-08,Andere,3.0
T48974,K0303,2022-06-05,2022-06-10,Facturatieprobleem,2.0
T52310,K0304,2021-12-16,,Andere,3.0
T37614,K0304,2022-01-29,2022-02-01,Technische storing,1.0
T55527,K0304,2022-03-17,2022-03-27,Abonnementsvraag,1.0
T39312,K0305,2021-06-19,2021-06-24,Andere,4.0
T97350,K0305,2021-06-23,2021-06-28,Facturatieprobleem,2.0
T88432,K0306,2021-05-25,,Technische storing,1.0
T74011,K0306,2021-02-10,2021-02-19,Technische storing,1.0
T68304,K0308,2021-07-28,2021-08-07,Andere,
T25720,K0308,2022-06-18,2022-06-26,Abonnementsvraag,1.0
T97649,K0309,2022-03-19,2022-03-21,Technische storing,3.0
T19745,K0309,2021-04-30,2021-05-02,Technische storing,
T92657,K0309,2021-12-01,2021-12-07,Abonnementsvraag,4.0
T66803,K0310,2022-06-10,2022-06-12,Abonnementsvraag,1.0
T83160,K0310,2021-04-13,2021-04-22,Abonnementsvraag,2.0
T27940,K0310,2022-11-08,2022-11-09,Facturatieprobleem,2.0
T71618,K0310,2022-08-24,2022-08-28,Technische storing,3.0
T27274,K0310,2021-06-05,2021-06-08,Andere,3.0
T66927,K0311,2022-10-13,2022-10-22,Technische storing,1.0
T44481,K0313,2022-07-26,2022-07-29,Facturatieprobleem,4.0
T55705,K0313,2022-09-21,2022-10-01,Technische storing,
T48288,K0313,2022-05-11,2022-05-14,Abonnementsvraag,2.0
T73040,K0314,2022-05-12,2022-05-19,Abonnementsvraag,5.0
T64997,K0314,2021-10-30,,Facturatieprobleem,3.0
T70913,K0314,2022-04-03,2022-04-10,Facturatieprobleem,2.0
T26784,K0314,2021-11-23,2021-11-29,Andere,
T40783,K0314,2023-03-04,2023-03-12,Andere,
T52361,K0316,2021-10-02,2021-10-09,Facturatieprobleem,5.0
T65731,K0316,2021-09-25,2021-10-02,Andere,4.0
T38697,K0317,2021-09-24,2021-09-29,Andere,
T63714,K0317,2021-12-14,2021-12-15,Abonnementsvraag,4.0
T24459,K0317,2021-08-15,2021-08-18,Technische storing,
T12767,K0318,2022-09-18,2022-09-28,Facturatieprobleem,
T18318,K0318,2023-04-02,2023-04-08,Abonnementsvraag,5.0
T80185,K0318,2022-11-02,,Technische storing,3.0
T40059,K0318,2021-07-23,2021-08-01,Andere,
T38261,K0319,2023-04-01,2023-04-07,Abonnementsvraag,4.0
T79016,K0319,2022-07-21,2022-07-22,Facturatieprobleem,1.0
T49513,K0321,2022-02-12,2022-02-13,Technische storing,3.0
T26206,K0321,2021-01-25,2021-01-29,Facturatieprobleem,3.0
T45389,K0321,2023-04-13,2023-04-20,Technische storing,
T64444,K0321,2023-06-02,,Facturatieprobleem,5.0
T87095,K0324,2023-05-01,2023-05-04,Facturatieprobleem,
T65725,K0324,2023-03-23,2023-04-02,Abonnementsvraag,3.0
T36563,K0324,2022-06-09,2022-06-14,Abonnementsvraag,4.0
T48173,K0324,2021-04-13,2021-04-23,Andere,4.0
T46511,K0324,2022-03-16,,Andere,5.0
T12256,K0325,2021-10-19,2021-10-28,Technische storing,4.0
T39368,K0325,2022-05-24,2022-05-30,Facturatieprobleem,4.0
T58473,K0325,2022-08-15,2022-08-22,Technische storing,4.0
T92564,K0326,2022-07-31,2022-08-05,Abonnementsvraag,2.0
T74200,K0326,2021-03-27,,Technische storing,2.0
T72064,K0326,2022-08-31,2022-09-03,Andere,5.0
T43033,K0327,2023-01-11,2023-01-15,Facturatieprobleem,4.0
T52132,K0327,2022-02-26,2022-03-04,Technische storing,1.0
T37423,K0327,2022-12-07,2022-12-14,Facturatieprobleem,3.0
T95460,K0327,2023-02-13,2023-02-21,Andere,3.0
T65797,K0328,2021-11-26,2021-12-04,Facturatieprobleem,1.0
T25922,K0329,2021-03-21,2021-03-22,Technische storing,5.0
T74904,K0329,2021-06-20,2021-06-22,Facturatieprobleem,4.0
T81707,K0329,2021-06-24,2021-07-03,Andere,2.0
T48564,K0329,2022-03-05,2022-03-10,Facturatieprobleem,4.0
T58710,K0329,2023-01-08,2023-01-13,Abonnementsvraag,5.0
T58660,K0330,2022-10-28,2022-11-02,Technische storing,5.0
T53276,K0330,2022-06-16,2022-06-24,Andere,2.0
T72111,K0330,2023-02-04,2023-02-07,Technische storing,5.0
T18788,K0330,2021-01-11,2021-01-14,Technische storing,4.0
T22414,K0332,2022-12-20,2022-12-22,Andere,3.0
T55934,K0332,2021-03-04,2021-03-14,Technische storing,1.0
T45989,K0333,2022-07-27,2022-08-02,Facturatieprobleem,2.0
T91854,K0333,2021-10-19,2021-10-26,Abonnementsvraag,3.0
T87678,K0333,2023-02-25,2023-03-02,Technische storing,1.0
T44463,K0333,2021-06-06,2021-06-10,Abonnementsvraag,2.0
T85452,K0333,2022-08-01,2022-08-10,Andere,3.0
T32033,K0334,2022-09-12,2022-09-22,Andere,2.0
T29200,K0334,2021-01-03,2021-01-07,Facturatieprobleem,5.0
T16840,K0334,2021-05-27,2021-05-28,Abonnementsvraag,1.0
T71825,K0334,2021-05-21,2021-05-29,Andere,
T61543,K0335,2021-11-06,2021-11-08,Technische storing,5.0
T78417,K0335,2022-01-22,2022-01-30,Abonnementsvraag,3.0
T93069,K0336,2022-06-28,,Technische storing,2.0
T67887,K0336,2023-05-04,2023-05-07,Andere,5.0
T55636,K0337,2022-12-13,2022-12-15,Andere,
T97823,K0337,2021-07-02,,Abonnementsvraag,4.0
T59047,K0337,2021-12-21,2021-12-25,Technische storing,4.0
T78944,K0338,2023-02-05,2023-02-09,Andere,3.0
T43260,K0339,2021-01-06,2021-01-12,Facturatieprobleem,3.0
T72748,K0340,2021-01-14,2021-01-15,Abonnementsvraag,
T91955,K0340,2022-02-12,,Abonnementsvraag,3.0
T92868,K0340,2021-02-28,2021-03-01,Andere,5.0
T58435,K0340,2022-04-11,2022-04-19,Facturatieprobleem,1.0
T64994,K0342,2023-01-01,2023-01-04,Technische storing,1.0
T18169,K0342,2023-05-05,2023-05-06,Andere,
T95865,K0342,2021-11-18,,Abonnementsvraag,2.0
T32179,K0342,2022-09-21,2022-09-27,Abonnementsvraag,
T62844,K0343,2023-01-10,2023-01-19,Facturatieprobleem,
T75735,K0343,2022-03-03,2022-03-04,Facturatieprobleem,2.0
T15833,K0343,2021-06-01,2021-06-03,Technische storing,4.0
T93270,K0343,2021-10-10,2021-10-19,Andere,2.0
T83473,K0344,2023-05-13,2023-05-14,Abonnementsvraag,3.0
T70687,K0344,2021-12-26,2022-01-03,Facturatieprobleem,5.0
T21326,K0344,2021-04-01,2021-04-03,Technische storing,
T38511,K0344,2021-07-10,2021-07-11,Technische storing,1.0
T99245,K0344,2022-10-16,2022-10-18,Technische storing,3.0
T59716,K0345,2023-06-05,2023-06-08,Abonnementsvraag,1.0
T51358,K0345,2022-12-24,2022-12-29,Technische storing,5.0
T33214,K0345,2022-02-28,2022-03-04,Abonnementsvraag,2.0
T74210,K0345,2021-10-30,2021-11-07,Abonnementsvraag,1.0
T32344,K0345,2021-12-30,2022-01-05,Andere,
T66866,K0347,2022-01-30,2022-02-09,Technische storing,
T76029,K0347,2021-12-22,2021-12-27,Technische storing,3.0
T37619,K0347,2022-07-19,2022-07-24,Facturatieprobleem,5.0
T77768,K0347,2021-09-22,2021-09-27,Facturatieprobleem,1.0
T52335,K0348,2022-10-09,2022-10-12,Andere,5.0
T23711,K0348,2022-01-17,2022-01-27,Facturatieprobleem,3.0
