klant_id,jaar_maand,gb_verbruikt,minuten_gebeld
K0065,2023-10,36.9,510
K0065,2024-01,0.2,439
K0065,2022-03,42.8,310
K0065,2022-04,11.9,34
K0065,2022-02,37.2,671
K0065,2024-02,3.9,518
K0066,2023-06,42.3,388
K0066,2024-01,4.4,924
K0066,2023-05,25.6,65
K0066,2023-07,2.3,324
K0066,2023-10,42.4,598
K0066,2022-03,29.5,186
K0066,2023-03,27.4,599
K0066,2023-09,27.3,107
K0066,2022-02,5.0,176
K0066,2022-06,22.2,560
K0066,2024-02,4.7,449
K0066,2024-04,43.7,536
K0066,2023-08,31.1,394
K0066,2023-11,21.6,961
K0066,2022-11,22.4,836
K0066,2022-08,34.8,84
K0066,2022-09,13.8,252
K0066,2022-07,7.6,222
K0067,2023-06,4.0,900
K0067,2023-12,36.0,345
K0067,2024-04,26.4,376
K0067,2023-08,6.4,361
K0067,2022-01,43.5,580
K0067,2023-02,39.6,588
K0067,2023-05,48.0,405
K0067,2022-10,41.1,153
K0067,2022-12,42.4,648
K0067,2022-08,13.2,904
K0067,2023-07,3.6,106
K0067,2024-01,45.5,129
K0067,2023-04,3.5,551
K0068,2023-01,42.2,938
K0068,2022-09,1.2,941
K0068,2024-04,4.8,483
K0068,2022-04,49.7,770
K0068,2023-03,40.4,372
K0068,2024-03,5.4,807
K0068,2022-07,16.5,870
K0068,2022-10,45.0,947
K0068,2023-07,37.5,822
K0068,2023-12,20.2,443
K0068,2023-08,21.9,793
K0068,2022-05,0.9,789
K0068,2024-02,47.6,452
K0068,2023-05,10.4,994
K0068,2022-08,32.3,50
K0068,2023-10,1.6,682
K0068,2022-01,16.6,209
K0068,2023-06,28.1,902
K0068,2023-11,16.2,849
K0068,2024-01,3.4,853
K0068,2022-02,7.5,434
K0068,2023-02,23.8,662
K0068,2022-03,43.8,599
K0069,2023-09,37.0,948
K0069,2022-04,9.3,24
K0069,2023-07,17.0,784
K0069,2024-01,37.1,222
K0069,2023-02,17.5,529
K0069,2023-04,13.1,256
K0069,2024-03,5.6,961
K0069,2022-06,15.1,443
K0069,2022-11,14.5,573
K0069,2023-11,14.9,340
K0069,2023-03,48.4,991
K0069,2022-05,5.6,686
K0069,2022-01,46.6,925
K0069,2023-08,41.0,632
K0069,2022-12,11.8,329
K0069,2024-02,23.7,218
K0069,2022-03,21.2,813
K0069,2022-02,38.0,885
K0069,2023-06,15.0,20
K0069,2023-12,29.7,914
K0069,2022-07,16.7,465
K0069,2023-05,46.2,829
K0069,2022-10,29.0,82
K0070,2024-03,0.7,528
K0070,2023-09,36.8,581
K0070,2023-08,21.5,532
K0070,2022-07,46.2,110
K0070,2023-11,33.7,282
K0070,2023-03,10.8,795
K0070,2023-05,0.7,966
K0071,2022-11,21.2,217
K0071,2023-11,30.3,566
K0071,2023-08,40.5,382
K0071,2023-09,13.9,509
K0071,2023-12,25.9,436
K0071,2022-08,20.7,48
K0071,2022-02,41.2,128
K0071,2024-01,35.1,544
K0071,2023-05,41.0,936
K0071,2022-09,21.7,326
K0071,2023-03,9.4,645
K0071,2022-05,47.1,240
K0071,2022-06,48.3,515
K0071,2023-04,22.5,959
K0071,2022-04,42.4,932
K0071,2023-01,14.6,217
K0071,2023-07,48.5,679
K0071,2022-12,39.6,604
K0071,2023-02,32.9,756
K0071,2022-03,3.4,246
K0072,2022-04,16.8,496
K0072,2022-08,12.9,344
K0072,2022-05,13.6,907
K0072,2023-11,11.5,114
K0072,2023-10,5.6,437
K0072,2023-12,3.4,138
K0072,2023-01,48.4,845
K0072,2023-04,31.0,956
K0072,2022-11,16.7,967
K0072,2022-12,2.0,774
K0072,2022-06,2.6,525
K0072,2024-01,33.7,872
K0072,2022-01,4.5,126
K0072,2023-03,25.5,128
K0072,2023-06,5.2,384
K0072,2024-03,0.5,958
K0072,2023-02,33.4,64
K0072,2022-10,10.6,276
K0073,2023-12,48.0,958
K0073,2023-08,16.5,759
K0073,2022-06,44.2,70
K0073,2022-05,30.1,586
K0073,2022-08,47.2,367
K0073,2023-06,24.4,142
K0073,2022-09,36.4,499
K0073,2024-03,20.9,166
K0073,2022-02,10.7,191
K0073,2022-11,38.2,184
K0073,2024-04,16.9,621
K0073,2023-09,0.6,490
K0073,2023-01,20.2,508
K0073,2023-07,49.4,745
K0073,2023-11,10.5,887
K0073,2022-07,44.6,272
K0073,2022-03,24.8,882
K0073,2022-10,4.8,855
K0074,2023-06,0.4,462
K0074,2023-09,44.7,775
K0074,2022-01,48.5,513
K0074,2023-10,0.4,854
K0074,2022-03,10.0,67
K0074,2023-07,13.6,18
K0074,2022-11,5.6,593
K0074,2023-02,32.7,732
K0074,2024-02,30.6,51
K0074,2023-01,6.4,693
K0075,2022-12,27.4,865
K0075,2022-06,26.9,691
K0075,2022-10,19.7,933
K0075,2023-09,38.7,616
K0075,2022-03,23.9,729
K0075,2023-08,38.7,616
K0075,2023-02,12.6,915
K0075,2022-04,2.5,711
K0075,2022-09,24.9,225
K0075,2023-06,41.5,104
K0075,2023-04,21.0,318
K0075,2022-08,42.0,276
K0075,2023-10,42.5,930
K0075,2022-11,18.5,368
K0075,2023-03,8.3,990
K0075,2023-05,43.4,883
K0075,2024-01,35.7,864
K0076,2023-11,11.5,316
K0076,2023-10,26.6,118
K0076,2023-01,20.6,753
K0076,2023-09,27.0,462
K0076,2022-12,3.6,754
K0076,2023-06,28.8,402
K0076,2022-05,48.6,580
K0076,2024-03,6.1,338
K0076,2023-02,44.0,547
K0076,2022-09,19.6,843
K0076,2023-12,7.1,818
K0076,2022-11,0.1,33
K0076,2022-03,28.7,48
K0076,2024-01,34.5,700
K0076,2023-07,48.9,108
K0076,2022-08,46.8,23
K0076,2023-04,23.3,314
K0076,2022-04,28.5,9
K0076,2023-08,22.9,480
K0076,2022-01,25.9,637
K0076,2023-05,32.3,87
K0077,2022-09,49.9,630
K0077,2022-03,21.0,531
K0077,2024-01,43.8,846
K0077,2022-11,23.4,619
K0077,2023-01,40.8,607
K0077,2022-01,28.0,675
K0077,2024-04,11.3,142
K0077,2022-07,36.5,237
K0077,2023-10,14.4,602
K0077,2023-12,38.1,439
K0077,2023-07,32.2,418
K0077,2022-05,14.8,197
K0078,2023-10,28.5,577
K0078,2023-04,3.2,440
K0078,2022-03,29.1,641
K0078,2022-05,40.2,723
K0078,2022-10,35.0,737
K0078,2023-12,6.7,566
K0079,2022-08,18.0,650
K0079,2022-04,21.6,884
K0079,2023-06,3.6,84
K0079,2022-01,21.3,3
K0079,2023-05,44.5,316
K0079,2022-10,42.1,850
K0079,2022-09,44.8,611
K0079,2023-12,0.8,913
K0079,2022-03,41.4,118
K0079,2023-01,0.1,686
K0079,2024-03,11.8,360
K0079,2023-07,9.6,552
K0079,2022-06,16.7,218
K0079,2022-02,15.7,844
K0079,2023-11,19.8,684
K0079,2022-05,33.1,684
K0079,2023-04,12.8,595
K0079,2023-10,44.5,954
K0079,2022-07,21.3,891
K0079,2024-02,10.9,349
K0079,2022-11,20.8,268
K0079,2022-12,30.3,536
K0079,2023-03,23.5,734
K0080,2023-06,3.0,654
K0080,2023-04,6.5,653
K0080,2024-02,48.4,752
K0080,2023-01,24.7,583
K0080,2022-12,6.1,94
K0080,2022-04,8.1,330
K0080,2022-08,1.7,154
K0080,2023-11,28.6,665
K0080,2022-01,5.1,932
K0080,2024-01,4.3,766
K0080,2022-07,37.8,179
K0080,2022-06,45.3,242
K0080,2022-02,13.2,903
K0081,2022-09,26.5,912
K0081,2022-05,44.8,141
K0081,2024-01,38.9,26
K0081,2022-02,13.5,215
K0081,2024-02,5.0,597
K0081,2023-03,13.9,649
K0081,2022-04,49.3,935
K0081,2023-05,4.1,20
K0081,2023-09,7.8,456
K0081,2024-03,36.1,921
K0081,2023-02,28.3,183
K0081,2022-01,10.1,547
K0081,2022-12,12.0,72
K0081,2023-11,24.0,68
K0081,2023-10,28.8,229
K0081,2022-06,14.3,874
K0081,2023-04,28.1,83
K0081,2022-07,26.9,747
K0081,2023-08,8.2,969
K0082,2022-06,0.4,777
K0082,2023-08,12.4,545
K0082,2023-07,13.3,166
K0082,2022-11,33.4,735
K0082,2022-03,26.8,149
K0082,2023-11,17.3,700
K0082,2023-10,43.1,28
K0082,2022-01,16.1,848
K0082,2022-05,10.9,673
K0082,2023-03,4.7,293
K0082,2022-07,19.0,387
K0082,2024-02,16.8,523
K0083,2022-09,5.9,398
K0083,2024-01,7.5,723
K0083,2022-05,19.5,219
K0083,2023-10,6.8,760
K0083,2023-06,5.4,617
K0083,2022-02,37.7,73
K0083,2023-08,10.1,930
K0083,2022-10,43.9,49
K0084,2024-04,41.4,955
K0084,2022-02,16.4,343
K0084,2023-11,10.9,354
K0084,2024-01,28.0,982
K0084,2022-03,8.6,786
K0084,2023-10,46.5,882
K0084,2022-01,11.7,503
K0084,2022-11,47.5,708
K0085,2022-02,18.7,633
K0085,2023-09,33.4,737
K0085,2023-07,16.3,796
K0085,2022-11,36.5,164
K0085,2023-04,21.0,820
K0085,2022-05,21.7,947
K0085,2023-03,27.3,523
K0085,2022-03,12.9,134
K0085,2023-01,15.0,737
K0085,2022-12,41.1,272
K0085,2022-09,30.6,284
K0085,2023-11,41.0,309
K0085,2022-04,23.4,497
K0085,2024-01,9.9,233
K0085,2024-02,46.2,662
K0085,2023-08,10.3,375
K0086,2024-03,33.7,898
K0086,2024-01,12.2,96
K0086,2022-11,2.9,684
K0086,2022-09,37.2,185
K0086,2022-08,40.9,214
K0086,2022-03,29.6,28
K0086,2022-10,16.2,53
K0086,2023-06,23.6,116
K0086,2022-07,14.4,113
K0086,2022-12,5.0,675
K0086,2024-02,2.8,292
K0086,2022-05,49.8,886
K0086,2023-04,39.6,206
K0086,2023-10,18.8,5
K0086,2023-01,25.6,885
K0086,2022-06,30.7,656
K0086,2022-02,14.6,811
K0086,2023-02,46.7,171
K0086,2023-07,15.9,725
K0086,2023-05,1.2,581
K0087,2023-04,44.2,785
K0087,2022-06,26.9,29
K0087,2022-07,11.3,518
K0087,2022-05,43.8,258
K0087,2022-08,17.3,389
K0087,2022-09,10.4,782
K0087,2022-04,14.6,477
K0087,2023-03,23.4,502
K0087,2023-05,42.6,572
K0088,2022-07,3.6,126
K0088,2022-06,17.0,286
K0088,2023-11,37.6,317
K0088,2023-10,39.2,106
K0088,2023-04,28.1,310
K0088,2024-03,35.8,623
K0088,2023-05,18.8,497
K0088,2024-02,21.3,576
K0088,2022-10,43.7,206
K0088,2022-02,16.7,20
K0088,2023-01,44.3,342
K0088,2022-04,43.0,201
K0088,2023-06,42.4,811
K0089,2023-01,45.9,61
K0089,2022-04,21.4,819
K0089,2022-01,20.0,727
K0089,2022-02,26.0,858
K0089,2024-02,16.2,656
K0089,2024-04,22.6,575
K0089,2022-07,39.6,667
K0089,2023-03,16.9,831
K0089,2022-06,14.3,567
K0089,2023-11,27.9,437
K0089,2022-11,3.2,967
K0089,2022-03,14.3,731
K0090,2022-10,26.7,846
K0090,2023-02,0.2,615
K0090,2023-04,2.5,292
K0090,2023-11,10.0,813
K0090,2023-09,6.8,854
K0090,2023-08,21.3,2
K0090,2022-07,48.6,486
K0090,2022-03,11.9,256
K0090,2022-01,5.7,476
K0090,2022-05,40.8,219
K0090,2023-10,31.6,735
K0090,2024-02,35.4,576
K0090,2022-04,31.6,259
K0090,2023-05,8.4,797
K0090,2022-11,46.1,722
K0090,2022-08,25.6,309
K0090,2023-06,22.2,381
K0090,2023-01,17.2,933
K0090,2022-02,17.8,193
K0090,2023-07,0.3,78
K0091,2022-08,30.9,687
K0091,2023-09,9.1,142
K0091,2023-12,10.8,578
K0091,2022-05,37.0,268
K0091,2022-06,1.8,552
K0091,2022-12,31.9,274
K0091,2022-11,48.0,85
K0091,2023-03,20.7,191
K0091,2023-04,28.2,30
K0091,2023-11,43.3,106
K0091,2023-07,28.0,275
K0091,2022-07,27.4,597
K0091,2022-09,21.6,81
K0091,2023-06,10.0,929
K0091,2023-01,5.6,566
K0091,2023-05,15.2,128
K0091,2022-04,23.8,230
K0092,2023-07,28.3,578
K0092,2024-01,29.0,25
K0092,2023-09,18.6,363
K0092,2024-03,13.7,550
K0092,2022-12,12.3,788
K0092,2023-01,13.8,815
K0092,2022-10,8.3,460
K0092,2022-06,9.7,895
K0092,2022-02,48.7,404
K0092,2024-02,30.1,846
K0092,2023-10,4.4,414
K0092,2023-11,45.7,924
K0092,2023-03,13.4,887
K0092,2022-08,43.1,855
K0092,2023-02,47.2,433
K0092,2023-12,47.5,798
K0092,2024-04,49.0,1
K0092,2022-11,32.7,605
K0092,2022-04,12.7,646
K0092,2022-01,13.6,146
K0092,2023-06,42.8,253
K0092,2023-08,35.1,175
K0093,2024-01,28.3,128
K0093,2022-07,19.4,34
K0093,2022-01,40.1,812
K0093,2022-10,8.7,832
K0093,2022-05,2.3,505
K0093,2023-04,4.6,279
K0093,2022-11,24.0,137
K0093,2023-09,26.1,200
K0093,2022-04,9.8,649
K0093,2024-03,47.9,610
K0093,2022-12,46.6,838
K0093,2023-03,2.2,577
K0093,2022-09,45.6,558
K0093,2022-02,5.2,230
K0093,2022-08,8.5,718
K0093,2023-12,28.2,790
K0093,2023-07,46.2,20
K0093,2024-04,33.4,217
K0093,2023-01,28.7,161
K0094,2022-10,17.5,393
K0094,2024-04,5.1,218
K0094,2023-02,9.0,247
K0094,2022-12,13.2,14
K0094,2022-03,7.0,111
K0094,2023-03,15.0,871
K0094,2023-04,27.2,825
K0095,2023-04,11.8,770
K0095,2024-02,19.7,653
K0095,2022-04,47.9,746
K0095,2022-08,15.3,805
K0095,2023-12,3.6,683
K0095,2023-02,41.1,64
K0095,2024-01,42.5,243
K0095,2022-01,48.3,464
K0095,2022-09,17.3,292
K0095,2024-04,17.8,380
K0095,2022-06,25.5,165
K0095,2022-12,15.3,838
K0095,2023-10,25.2,870
K0095,2023-08,27.1,373
K0095,2022-07,42.0,566
K0095,2023-05,45.2,339
K0095,2022-03,33.8,88
K0095,2022-05,42.2,303
K0095,2023-07,46.3,5
K0095,2023-11,24.3,691
K0095,2022-11,10.0,517
K0095,2023-06,42.0,400
K0096,2023-04,46.6,496
K0096,2023-03,13.6,739
K0096,2023-01,48.8,734
K0096,2023-05,46.9,700
K0096,2023-08,5.0,45
K0096,2022-11,16.9,577
K0096,2024-02,36.3,122
K0096,2024-03,21.8,636
K0096,2023-02,8.5,592
K0096,2022-05,13.6,390
K0096,2022-06,36.4,327
K0096,2023-11,49.6,746
K0096,2022-07,14.7,805
K0096,2022-02,44.8,526
K0096,2022-12,4.7,741
K0096,2023-10,47.4,478
K0096,2022-03,9.3,263
K0096,2022-04,20.7,306
K0096,2022-01,33.4,184
K0096,2023-07,14.4,613
K0096,2022-09,47.9,338
K0097,2023-09,36.0,396
K0097,2023-04,20.2,754
K0097,2022-01,37.4,417
K0097,2022-08,26.6,743
K0097,2022-07,41.2,374
K0097,2023-07,0.1,825
K0097,2023-05,32.6,967
K0097,2022-02,48.6,374
K0097,2023-11,41.9,41
K0097,2022-05,4.6,824
K0097,2023-08,32.4,293
K0097,2022-06,26.8,700
K0097,2023-10,11.7,821
K0097,2024-02,31.7,515
K0097,2023-01,8.9,220
K0097,2024-03,46.6,995
K0098,2022-05,48.0,590
K0098,2023-03,34.0,658
K0098,2023-11,25.5,400
K0098,2022-08,9.2,476
K0098,2024-02,37.2,311
K0098,2022-07,39.0,808
K0098,2023-02,19.6,196
K0098,2022-06,12.4,840
K0098,2022-03,2.2,808
K0098,2022-12,40.5,171
K0098,2024-03,28.3,194
K0098,2024-04,27.7,353
K0098,2023-05,9.9,463
K0098,2023-08,18.2,973
K0098,2022-11,45.1,972
K0098,2023-10,46.7,820
K0098,2022-10,32.2,670
K0098,2024-01,6.6,765
K0098,2023-04,1.8,646
K0098,2023-06,39.6,842
K0098,2023-01,14.9,986
K0099,2023-09,4.2,17
K0099,2023-05,32.9,329
K0099,2022-11,21.6,939
K0099,2022-03,18.0,140
K0099,2022-05,30.4,495
K0099,2024-03,35.0,831
K0099,2022-07,8.7,801
K0099,2022-12,18.3,710
K0099,2023-02,11.6,160
K0099,2022-10,46.9,587
K0100,2024-01,10.7,452
K0100,2022-11,35.0,308
K0100,2022-05,45.9,769
K0100,2023-01,36.3,250
K0100,2023-02,48.0,985
K0100,2022-03,23.8,500
K0100,2024-03,46.7,715
K0100,2022-06,36.5,826
K0100,2023-04,34.5,730
K0100,2023-07,19.2,265
K0100,2022-02,17.3,897
K0100,2023-11,10.2,813
K0100,2023-09,16.4,405
K0100,2023-10,10.2,974
K0101,2023-05,39.2,27
K0101,2022-04,12.7,490
K0101,2023-11,8.6,206
K0101,2022-12,3.3,581
K0101,2023-08,1.0,671
K0101,2023-04,26.3,864
K0101,2023-12,14.0,754
K0101,2022-07,1.4,893
K0101,2023-03,18.1,333
K0101,2024-02,16.1,407
K0101,2022-06,29.1,225
K0101,2023-07,22.3,259
K0101,2022-11,11.7,603
K0101,2022-05,26.4,842
K0101,2022-10,29.8,507
K0101,2022-02,19.4,713
K0101,2022-03,23.6,116
K0101,2024-01,4.6,675
K0102,2023-12,1.7,176
K0102,2022-04,46.4,593
K0102,2022-11,40.7,910
K0102,2022-10,35.4,193
K0102,2023-05,12.3,872
K0102,2024-03,8.2,323
K0102,2022-05,32.3,621
K0102,2023-03,46.5,929
K0102,2022-07,46.5,59
K0102,2022-09,16.6,555
K0102,2023-01,9.9,35
K0102,2023-08,47.3,300
K0102,2023-09,8.1,918
K0102,2023-10,2.3,734
K0102,2022-12,6.2,455
K0102,2022-01,46.4,537
K0102,2023-11,48.7,323
K0102,2024-02,20.6,562
K0102,2024-01,49.9,175
K0102,2024-04,42.9,456
K0102,2023-06,35.1,889
K0102,2023-07,43.7,575
K0102,2023-04,27.4,331
K0103,2023-10,27.6,18
K0103,2023-12,45.0,897
K0103,2022-08,17.4,656
K0103,2024-03,35.2,736
K0103,2023-08,10.8,872
K0103,2023-07,2.6,996
K0103,2023-01,9.4,876
K0103,2023-02,31.0,155
K0103,2022-01,25.7,467
K0103,2022-03,29.2,461
K0103,2022-12,30.1,665
K0103,2023-04,24.2,630
K0103,2022-06,21.5,465
K0103,2022-09,11.5,959
K0103,2024-02,47.7,74
K0103,2022-02,19.8,271
K0103,2023-11,1.5,794
K0103,2023-03,14.3,655
K0104,2022-05,7.8,915
K0104,2023-05,20.5,842
K0104,2024-04,30.3,92
K0104,2022-12,2.6,562
K0104,2022-10,32.0,640
K0104,2024-02,9.9,248
K0104,2023-01,45.4,594
K0104,2023-12,0.9,142
K0104,2022-07,44.3,276
K0104,2022-11,34.2,449
K0104,2022-09,15.5,442
K0104,2023-09,27.9,44
K0104,2022-04,37.3,945
K0104,2022-01,6.7,475
K0104,2023-11,26.7,288
K0104,2023-07,5.5,688
K0104,2023-10,18.7,563
K0105,2024-02,33.7,492
K0105,2023-12,23.8,815
K0105,2022-01,24.6,211
K0105,2023-06,32.2,251
K0105,2023-01,17.8,747
K0105,2022-02,32.1,993
K0105,2022-11,33.7,471
K0105,2023-02,22.5,607
K0105,2024-01,43.7,944
K0105,2023-07,28.0,584
K0105,2022-05,27.3,28
K0105,2024-03,36.2,825
K0106,2023-04,48.6,557
K0106,2023-09,6.4,155
K0106,2023-03,44.4,520
K0106,2023-08,44.3,129
K0106,2022-03,47.1,383
K0106,2022-01,2.6,294
K0106,2022-06,25.6,644
K0106,2024-04,14.2,377
K0106,2022-08,28.7,924
K0106,2022-05,23.3,583
K0106,2022-09,39.7,568
K0106,2024-01,22.4,624
K0106,2023-12,38.2,237
K0106,2022-02,28.6,481
K0106,2022-12,4.3,709
K0106,2024-02,40.5,260
K0106,2023-06,11.3,334
K0106,2023-07,37.8,708
K0106,2022-10,43.3,906
K0106,2023-02,25.0,662
K0106,2022-04,37.9,641
K0107,2022-03,8.5,724
K0107,2022-07,47.7,414
K0107,2023-09,11.0,941
K0107,2022-12,9.4,973
K0107,2022-05,5.0,216
K0107,2023-05,15.9,178
K0107,2023-06,12.5,592
K0107,2024-03,36.2,300
K0107,2022-10,21.2,202
K0107,2022-02,41.4,669
K0107,2022-04,7.4,426
K0107,2023-07,13.6,316
K0107,2024-04,27.5,268
K0107,2023-12,32.7,735
K0107,2022-06,31.9,165
K0107,2022-11,49.6,703
K0107,2022-01,43.0,795
K0107,2024-02,10.6,977
K0107,2023-01,28.9,481
K0107,2023-08,12.4,256
K0108,2023-02,12.8,64
K0108,2022-03,44.0,817
K0108,2024-02,16.9,199
K0108,2023-08,28.4,434
K0108,2023-01,10.4,802
K0108,2023-11,49.8,233
K0108,2023-10,12.8,145
K0108,2022-04,14.1,431
K0108,2022-12,21.4,496
K0108,2022-11,35.5,996
K0108,2023-09,46.5,852
K0108,2022-05,34.7,777
K0108,2022-06,41.9,664
K0108,2024-03,31.4,321
K0108,2022-08,6.3,526
K0108,2023-12,42.6,625
K0109,2023-07,32.6,814
K0109,2022-07,42.1,931
K0109,2023-12,12.4,28
K0109,2022-04,47.1,660
K0109,2024-04,29.9,449
K0109,2023-01,24.5,365
K0109,2022-01,9.4,411
K0109,2023-09,23.4,253
K0109,2023-05,40.8,726
K0109,2024-02,34.4,80
K0109,2024-01,33.6,448
K0109,2022-08,31.2,879
K0109,2023-08,5.1,415
K0109,2022-10,23.2,120
K0109,2022-06,1.4,459
K0109,2022-11,25.6,656
K0109,2023-11,18.9,774
K0109,2023-02,21.3,895
K0109,2022-09,41.6,423
K0110,2023-01,45.2,127
K0110,2023-12,23.0,85
K0110,2023-08,28.5,204
K0110,2023-06,32.2,37
K0110,2022-06,26.4,620
K0110,2023-09,3.3,0
K0110,2022-12,45.4,746
K0110,2024-02,33.6,213
K0110,2023-05,20.6,754
K0110,2023-11,23.3,667
K0110,2024-04,33.3,7
K0110,2023-10,12.7,693
K0110,2022-04,7.4,272
K0110,2023-02,0.7,457
K0110,2022-02,0.9,781
K0110,2022-03,38.2,368
K0110,2022-08,34.2,24
K0110,2024-03,46.6,353
K0110,2022-01,38.0,514
K0110,2022-09,29.8,111
K0110,2022-10,13.7,913
K0111,2024-04,46.3,623
K0111,2024-03,10.7,661
K0111,2024-02,2.4,624
K0111,2023-08,37.3,508
K0111,2023-03,27.9,991
K0111,2023-04,48.2,542
K0111,2024-01,1.8,283
K0111,2022-10,37.2,13
K0111,2023-10,17.9,271
K0111,2023-05,10.5,321
K0111,2022-04,49.0,102
K0111,2022-07,43.7,39
K0111,2023-01,34.0,88
K0111,2022-06,14.3,81
K0111,2022-11,39.0,228
K0111,2023-02,13.9,394
K0111,2022-01,17.9,797
K0111,2023-09,11.9,589
K0111,2023-11,1.1,582
K0111,2023-07,21.4,966
K0112,2022-05,10.2,378
K0112,2022-02,16.9,446
K0112,2023-02,44.8,232
K0112,2023-01,32.5,233
K0112,2022-12,30.0,480
K0112,2022-06,2.0,589
K0112,2022-03,10.0,841
K0112,2022-07,19.8,724
K0112,2023-05,12.9,863
K0112,2024-04,27.5,854
K0112,2023-03,19.0,82
K0112,2023-11,42.1,391
K0112,2023-06,6.0,380
K0112,2023-08,28.8,948
K0112,2022-04,29.7,946
K0112,2023-10,13.4,500
K0112,2024-03,43.1,191
K0112,2022-10,1.4,753
K0112,2023-12,24.9,9
K0112,2024-02,14.4,831
K0112,2022-09,3.7,570
K0112,2024-01,13.5,561
K0113,2023-09,8.8,722
K0113,2023-04,10.8,923
K0113,2022-04,24.7,873
K0113,2022-05,32.9,624
K0113,2022-08,23.2,987
K0113,2024-04,5.0,898
K0113,2022-02,24.4,850
K0113,2022-11,44.4,697
K0113,2024-01,16.0,768
K0113,2022-07,38.4,443
K0113,2023-08,43.2,301
K0113,2023-05,26.2,100
K0113,2022-09,22.5,937
K0114,2024-02,23.7,935
K0114,2024-04,44.8,497
K0114,2022-10,48.2,360
K0114,2022-11,22.3,448
K0114,2023-02,10.5,679
K0114,2023-10,13.8,958
K0114,2022-02,17.4,148
K0114,2023-07,0.0,720
K0114,2023-11,31.6,499
K0114,2022-09,16.0,915
K0114,2022-12,16.3,595
K0114,2023-06,22.1,576
K0114,2023-12,40.0,942
K0114,2022-07,48.5,601
K0115,2022-10,7.8,841
K0115,2023-12,39.1,389
K0115,2023-07,0.8,753
K0115,2023-03,12.5,682
K0115,2023-09,9.3,148
K0115,2024-03,41.5,27
K0115,2022-02,21.1,279
K0115,2024-01,27.1,16
K0115,2022-09,2.2,44
K0115,2023-10,17.6,188
K0115,2023-08,23.4,293
K0115,2022-11,1.6,298
K0115,2022-03,6.3,802
K0115,2023-02,32.3,494
K0115,2024-04,6.7,419
K0116,2023-04,11.2,424
K0116,2024-04,25.6,509
K0116,2023-11,29.5,426
K0116,2023-07,14.4,473
K0116,2022-09,23.3,951
K0116,2023-10,32.0,952
K0116,2022-03,12.4,57
K0116,2023-09,8.5,899
K0116,2023-12,16.0,72
K0116,2022-11,44.0,498
K0116,2022-12,33.4,318
K0116,2022-06,0.8,574
K0116,2022-10,33.7,276
K0117,2023-08,2.0,54
K0117,2024-02,4.7,298
K0117,2023-09,48.9,376
K0117,2023-02,17.4,477
K0117,2023-10,37.6,675
K0117,2024-01,22.9,934
K0117,2023-12,46.5,275
K0118,2023-10,20.2,396
K0118,2022-05,1.2,822
K0118,2023-09,47.9,923
K0118,2023-08,13.9,939
K0118,2023-06,44.7,110
K0118,2022-10,6.0,237
K0118,2022-02,28.3,403
K0118,2022-09,12.5,508
K0118,2024-04,27.5,60
K0118,2022-06,49.3,496
K0118,2023-04,49.0,973
K0118,2022-08,26.1,696
K0118,2023-03,29.9,545
K0118,2023-01,0.4,424
K0118,2024-02,35.2,282
K0118,2023-07,28.8,286
K0118,2023-02,10.2,961
K0118,2024-01,17.5,648
K0118,2022-01,48.8,511
K0118,2022-12,7.5,186
K0118,2023-11,25.5,492
K0118,2023-12,23.3,259
K0119,2022-01,4.1,710
K0119,2022-11,5.6,239
K0119,2022-05,23.7,419
K0119,2022-02,35.9,114
K0119,2024-02,10.5,6
K0119,2023-03,3.0,178
K0119,2023-09,22.8,665
K0119,2023-06,25.0,149
K0119,2023-08,38.5,779
K0119,2023-11,17.9,672
K0119,2024-03,34.6,397
K0119,2023-02,9.4,575
K0119,2023-12,37.1,953
K0119,2023-05,28.4,963
K0119,2024-04,47.5,806
K0119,2024-01,34.5,684
K0119,2022-10,28.5,609
K0119,2023-10,34.5,509
K0119,2023-07,17.8,140
K0119,2023-01,38.9,958
K0120,2022-12,44.6,298
K0120,2022-04,9.3,201
K0120,2022-08,44.3,670
K0120,2023-01,11.3,484
K0120,2024-01,28.2,17
K0120,2024-03,21.9,487
K0120,2022-09,1.0,445
K0120,2024-02,6.3,611
K0121,2022-09,39.3,549
K0121,2022-12,49.4,613
K0121,2023-03,24.6,718
K0121,2022-03,16.2,403
K0121,2024-01,49.1,466
K0121,2022-01,35.5,739
K0121,2024-02,2.2,307
K0121,2023-10,36.0,163
K0121,2022-05,9.3,995
K0121,2023-11,34.8,17
K0121,2022-11,22.8,853
K0121,2022-10,4.6,338
K0121,2024-04,4.7,192
K0121,2022-06,13.0,305
K0121,2023-06,16.4,852
K0122,2022-12,7.5,343
K0122,2024-02,29.8,390
K0122,2023-01,40.7,944
K0122,2022-09,14.4,2
K0122,2023-06,15.2,306
K0122,2022-08,40.4,559
K0122,2023-11,4.4,198
K0122,2022-01,38.1,108
K0122,2024-03,26.3,407
K0122,2024-01,30.3,51
K0122,2023-08,38.7,579
K0122,2022-02,32.3,720
K0122,2023-12,21.5,464
K0122,2023-02,29.7,633
K0123,2024-04,9.2,875
K0123,2024-01,35.3,818
K0123,2022-04,24.1,215
K0123,2024-03,4.4,623
K0123,2022-02,16.9,422
K0123,2023-11,1.1,370
K0123,2024-02,31.4,104
K0123,2022-01,17.7,687
K0123,2023-05,21.6,746
